Title,Date,Volume,Issue,StartPage,EndPage,DOI
Review: The Origin of Species Revisited: A Victorian Who Anticipated Modern Developments in Darwin's Theory|Donald R. Forsdyke,2004,37,1,211,212,10.2307/4331871
"Review: Fritz Müller: A Naturalist in Brazil, Based on Fritz Müllers Werke, Briefe, und Leben by Alfred Möller|David A. West",2004,37,1,209,211,10.2307/4331870
Review: The Cambridge Companion to Darwin|Jonathan Hodge;Gregory Radick,2004,37,2,389,391,10.2307/4331879
Review: Charles Darwin: The Power of Place|Janet Browne,2004,37,2,387,389,10.2307/4331878
Julian Huxley and Biological Progress,1991,24,3,433,455,10.2307/4331189
"Spencer, Darwin, and the Question of Reciprocal Influence",1991,24,3,409,431,10.2307/4331188
"Review: Nature as the Laboratory: Darwinian Plant Ecology in the German Empire, 1880-1900|Eugene Cittadino",1991,24,2,349,351,10.2307/4331183
"Review: Biological Oceanography: An Early History, 1870-1960|Eric L. Mills",1991,24,2,347,349,10.2307/4331182
Review: Companion to the History of Modern Science|R. C. Olby;G. N. Cantor;J. R. R. Christie;M. J. S. Hodge,1991,24,2,345,347,10.2307/4331181
Review: Where the Truth Lies: Franz Moewus and the Origins of Molecular Biology|Jan Sapp,1991,24,2,343,345,10.2307/4331180
Deconstructing Darwinism: The Politics of Evolution in the 1860s,1991,24,3,353,408,10.2307/4331187
"The Role of the Vilmorin Company in the Promotion and Diffusion of the Experimental Science of Heredity in France, 1840-1920",1998,31,2,241,262,10.2307/4331479
"""To Be an Invalid"", Redux",1998,31,2,211,240,10.2307/4331478
"Review: Cultivating Women, Cultivating Science: Flora's Daughters and Botany in England, 1760-1860|Ann B. Shteir",1998,31,1,152,154,10.2307/4331473
Review: Les Sciences physiologiques en Europe: Analyses comparées du XIXe siècle|Christian Bonah,1998,31,1,150,152,10.2307/4331472
Review: A Naturalist in Florida: A Celebration of Eden|Archie Carr;Marjorie Harris Carr,1998,31,1,149,150,10.2307/4331471
Review: To Make a Spotless Orange: Biological Control in California|Richard C. Sawyer,1998,31,1,147,149,10.2307/4331470
"Evolution, Revolution, and Reform in Vienna: Franz Unger's Ideas on Descent and Their Post-1848 Reception",1998,31,2,179,209,10.2307/4331477
Deconstructing Darwin: Evolutionary Theory in Context,2005,38,1,137,152,10.2307/4331924
"Review: Colonial Botany: Science, Commerce, and Politics in the Early Modern World|Londa Schiebinger;Claudia Swan",2005,38,3,639,641,10.2307/4331983
Review: Fathoming the Ocean: The Discovery and Exploration of the Deep Sea|Helen M. Rozwadowski Oceanographers and the Cold War: Disciples of Marine Science|Jacob Darwin Hamblin,2005,38,3,635,639,10.2307/4331982
Review: Preserving the Living Past: John C. Merriam's Legacy in the State and National Parks|Stephen R. Mark,2005,38,3,633,634,10.2307/4331981
Review: Darwinian Heresies|Abigail Lustig;Robert J. Richards;Michael Ruse,2005,38,3,631,633,10.2307/4331980
Review: Constantine Samuel Rafinesque: A Voice in the American Wilderness|Leonard Warren,2005,38,3,647,648,10.2307/4331986
Review: The Lost Wolves of Japan|Brett L. Walker,2005,38,3,645,646,10.2307/4331985
Review: Industrializing Organisms: Introducing Evolutionary History|Susan R. Schrepfer;Philip Scranton,2005,38,3,641,645,10.2307/4331984
"Joseph Hooker Takes a ""Fixed Post"": Transmutation and the ""Present Unsatisfactory State of Systematic Botany"", 1844-1860",2006,39,1,1,39,10.2307/4331989
Review: The Story of Taxol: Nature and Politics in the Pursuit of an Anti-Cancer Drug|Jordan Goodman;Vivian Walsh,2001,34,3,606,608,10.2307/4331697
Review: Charles Darwin: Interviews and Recollections|Harold Orel;Charles Darwin,2001,34,3,605,606,10.2307/4331696
Review: Charles Darwin's Zoology Notes & Specimen Lists from H.M.S. Beagle|Richard Keynes;Charles Darwin,2001,34,3,603,604,10.2307/4331695
Review: The Poverty of the Linnaean Hierarchy: A Philosophical Study of Biological Taxonomy|Marc Ereshefsky,2001,34,3,600,602,10.2307/4331694
Review: A Different Nature: The Paradoxical World of Zoos and Their Uncertain Future|David Hancocks,2001,34,3,598,600,10.2307/4331693
"Review: Contributions to the History of North American Ornithology: Volume II|William E. Davis, Jr.;Jerome A. Jackson",2001,34,3,596,598,10.2307/4331692
Review: The Aurelian Legacy: British Butterflies and Their Collectors|Michael A. Salmon,2001,34,3,595,596,10.2307/4331691
Review: Eugene Odum: Ecosystem Ecologist and Environmentalist|Betty Jean Craige,2001,34,3,593,594,10.2307/4331690
"Review: Of Flies, Mice and Men: On the Revolution in Modern Biology, by One of the Scientists Who Helped Make It|François Jacob;Giselle Weiss",2001,34,3,611,612,10.2307/4331699
Review: Anthrax: The Investigation of a Deadly Outbreak|Jeanne Guillemin,2001,34,3,609,610,10.2307/4331698
Darwin on Aristotle,1999,32,1,3,30,10.2307/4331507
Editorial,1999,32,1,,,10.2307/4331506
Francis Galton's Contribution to Genetics,1972,5,2,389,412,10.2307/4330582
Review: Rachel Carson: Witness for Nature|Linda Lear,1998,31,3,459,461,10.2307/4331503
Review: Preserving Nature in the National Parks: A History|Richard West Sellars,1998,31,3,457,459,10.2307/4331502
Review: Foundations of Animal Behavior: Classic Papers with Commentaries|Lynne D. Houck;Lee C. Drickamer,1998,31,3,455,457,10.2307/4331501
Review: Heredity and Hope: The Case for Genetic Screening|Ruth Schwartz Cowan,2009,42,1,194,197,10.2307/40271539
"Technocratic Optimism, H. T. Odum, and the Partial Transformation of Ecological Metaphor after World War II",1988,21,2,213,244,10.2307/4331051
Problems of Variation and Heredity in Russian Biology in the Late Nineteenth Century,1973,6,1,97,123,10.2307/4330589
Threads That Guide or Ties That Bind: William Kirby and the Essentialism Story,2009,42,1,119,149,10.2307/40271534
Ecology and Evolutionary Biology in the War and Postwar Years: Questions and Comments,1988,21,2,245,263,10.2307/4331052
Review Paper: The Naples Stazione Zoologica and Its Impact on the Emergence of American Marine Biology,1988,21,2,331,341,10.2307/4331055
"The Importance of Morphology in the Evolutionary Synthesis as Demonstrated by the Contributions of the Oxford Group: Goodrich, Huxley, and De Beer",1988,21,2,291,330,10.2307/4331054
"Darwinism and the Origin of Life: The Role of H. C. Bastian in the British Spontaneous Generation Debates, 1868-1873",1999,32,1,51,92,10.2307/4331509
"Coleridge's ""Theory of Life""",1999,32,1,31,50,10.2307/4331508
Analogy and Technology in Darwin's Vision of Nature,1984,17,3,303,344,10.2307/4330905
Darwin's Experimental Natural History,1984,17,3,345,368,10.2307/4330906
The Appearance of Academic Biology in Late Nineteenth-Century America,1984,17,3,369,397,10.2307/4330907
Review: Darwin in Italia: Impresa scientifica e frontiere culturali|Guiliano Pancaldi,1984,17,2,299,300,10.2307/4330900
"Purple Matter, Membranes and ‘Molecular Pumps’ in Rhodopsin Research (1960s–1980s)",2012,46,,331,368,10.1007/s10739-012-9333-9
E. S. Russell and J. H. Woodger: The Failure of Two Twentieth-Century Opponents of Mechanistic Biology,1984,17,3,399,428,10.2307/4330908
Philosophy and Biochemistry of Regulatory Proteins,1984,17,3,429,431,10.2307/4330909
Biomedical Archives,1975,8,2,319,320,10.2307/4330638
"Euripus; Or, the Ebb and Flow of the Blood",1975,8,2,321,350,10.2307/4330639
"Arthur Cushny, Optical Isomerism, and the Mechanism of Drug Action",1975,8,2,145,165,10.2307/4330632
The Development of Albrecht Von Haller's Views on Embryology,1975,8,2,167,190,10.2307/4330633
Reflections on the Progress of Darwin Studies,1975,8,2,243,273,10.2307/4330636
The History of Biochemistry: A Survey,1975,8,2,275,318,10.2307/4330637
"An Early Darwin Manuscript: The ""Outline and Draft of 1839""",1975,8,2,191,217,10.2307/4330634
Charles Darwin's Theory of Evolution: An Analysis,1975,8,2,219,241,10.2307/4330635
Review: The Leeuwenhoek Legacy|Brian J. Ford,1993,26,3,585,586,10.2307/4331290
Rethinking Woodger’s Legacy in the Philosophy of Biology,2013,47,,243,292,10.1007/s10739-013-9364-x
"[Photograph]: Charles Darwin, photographed by his son Leonard in 1878",1982,15,3,,,10.2307/4330831
Darwin's Conversion: The Beagle Voyage and Its Aftermath,1982,15,3,325,396,10.2307/4330832
The Dinosaur Connection: A Reinterpretation of T. H. Huxley's Evolutionary View,1982,15,3,397,418,10.2307/4330833
"New Light on ""The Foundations of the Origin of Species"": A Reconstruction of the Archival Record",1982,15,3,419,442,10.2307/4330834
Why Lamarck Did Not Discover the Principle of Natural Selection,1982,15,3,443,465,10.2307/4330835
Darwin Observed,1982,15,3,467,471,10.2307/4330836
"Review: Science, Ideology, and World View: Essays in the History of Evolutionary Ideas|John C. Greene",1982,15,3,471,472,10.2307/4330837
Review: A Concordance to Darwin's Origin of Species|Paul H. Barrett;Donald J. Weinshank;Timothy T. Gottleber,1982,15,3,472,473,10.2307/4330838
Book Review: Jane Maienschein. Embryos under the Microscope: The Diverging Meanings of Life.,2015,48,,491,493,10.1007/s10739-015-9413-8
"Book Review: Sebastian Normandin and Charles T. Wolfe, eds., Vitalism and the Scientific Image in Post-Enlightenment Life Science, 1800-2010. History, Philosophy & Theory of the Life Sciences, Volume 2",2014,47,,497,499,10.1007/s10739-014-9391-2
"Towards ""A Natural History of Data"": Evolving Practices and Epistemologies of Data in Paleontology, 1800-2000",2013,46,3,401,444,10.2307/42628791
"Senescence, Growth, and Gerontology in the United States",2012,46,,631,667,10.1007/s10739-012-9348-2
"Nuclear Energy in the Service of Biomedicine: The U.S. Atomic Energy Commission's Radioisotope Program, 1946-1950",2006,39,4,649,684,10.2307/29737444
Alexander Hollaender's Postwar Vision for Biology: Oak Ridge and Beyond,2006,39,4,685,706,10.2307/29737445
"Mice and the Reactor: The ""Genetics Experiment"" in 1950s Britain",2006,39,4,707,735,10.2307/29737446
Normal Pathways: Controlling Isotopes and Building Biomedical Research in Postwar France,2006,39,4,737,764,10.2307/29737447
Radiobiology in the Atomic Age: Changing Research Practices and Policies in Comparative Perspective,2006,39,4,637,647,10.2307/29737443
Peace Propaganda and Biomedical Experimentation: Influential Uses of Radioisotopes in Endocrinology and Molecular Genetics in Spain (1947-1971),2006,39,4,765,794,10.2307/29737448
Review: A New World of Animals: Early Modern Europeans on the Creatures of Iberian America|Miguel de Asúa;Roger French,2006,39,4,795,797,10.2307/29737449
Building Baluchitherium and Indricotherium: Imperial and International Networks in Early-Twentieth Century Paleontology,2014,48,,237,278,10.1007/s10739-014-9395-y
Explaining the Gap: On Humans and Other Animals – Essay Review,2013,46,,739,755,10.1007/s10739-013-9372-x
Revisiting the Left-Wing Response to Sociobiology: The Case of Finland in a European Context,2014,48,,99,136,10.1007/s10739-014-9386-z
From Mechanism to Vitalism in Eighteenth-Century English Physiology,1974,7,2,179,216,10.2307/4330613
Review: Alexis Rockman: A Fable for Tomorrow|Joanna Marsh,2011,44,3,591,593,10.2307/41488418
Review: Owen's Ape & Darwin's Bulldog: Beyond Darwinism and Creationism|Christopher E. Cosans,2011,44,3,595,598,10.2307/41488419
"The Instinctual Nation-State: Non-Darwinian Theories, State Science and Ultra-Nationalism in Oka Asajirō's ""Evolution and Human Life""",2011,44,3,547,586,10.2307/41488416
Review: A Companion to American Environmental History|Douglas Cazaux Sackman,2011,44,3,587,589,10.2307/41488417
Accessory Food Factors: Understanding the Catalytic Function,2011,44,3,483,504,10.2307/41488414
The Riddle of Sex: Biological Theories of Sexual Difference in the Early Twentieth-Century,2011,44,3,505,546,10.2307/41488415
"Individuals at the Center of Biology: Rudolf Leuckart's ""Polymorphismus der Individuen"" and the Ongoing Narrative of Parts and Wholes. With an Annotated Translation",2011,44,3,373,443,10.2307/41488412
On Whose Authority? Temminck's Debates on Zoological Classification and Nomenclature: 1820-1850,2011,44,3,445,481,10.2307/41488413
Review: The Rockefeller University Achievements: A Century of Science for the Benefit of Mankind. 1901-2001|Elizabeth Hanson Good Seeing: A Century of Science at the Carnegie Institution of Washington. 1902-2002|James Trefil;Margaret Hindle Hazen,2003,36,2,419,421,10.2307/4331815
Review: Lives of a Biologist: Adventures in a Century of Extraordinary Science|John Tyler Bonner,2002,35,3,604,606,10.2307/4331766
"Review: The Flight of the Emu: A Hundred Years of Australian Ornithology, 1901-2001|Libby Robin",2003,36,2,423,424,10.2307/4331817
Review: The Sea Knows No Boundaries: A Century of Marine Science under ICES|Helen M. Rozwadowski,2003,36,2,421,423,10.2307/4331816
Review: Fly: The Unsung Hero of 20th-Century Science|Martin Brookes,2002,35,3,598,600,10.2307/4331763
"Review: Pavlov's Physiology Factory: Experiment, Interpretation, Laboratory Enterprise|Daniel P. Todes",2002,35,3,595,598,10.2307/4331762
Review: A History of the Life Sciences|Lois N. Magner,2003,36,2,415,417,10.2307/4331813
"A Recapitulation of the Rise and Fall of the Cell Lineage Research Program: The Evolutionary-Developmental Relationship of Cleavage to Homology, Body Plans and Life History",2002,35,3,537,567,10.2307/4331760
"Camels, Cormorants, and Kangaroo Rats: Integration and Synthesis in Organismal Biology After World War II",2015,48,,169,199,10.1007/s10739-015-9399-2
How the Choice of Experimental Organism Matters: Epistemological Reflections on an Aspect of Biological Practice,1993,26,2,351,367,10.2307/4331268
"Review: Hans Krebs: The Formation of a Scientific Life, 1900-1933|Frederic L. Holmes",1993,26,2,369,373,10.2307/4331269
The Old Martyr of Science: The Frog in Experimental Physiology,1993,26,2,311,328,10.2307/4331266
The Wistar Rat as a Right Choice: Establishing Mammalian Standards and the Ideal of a Standardized Mammal,1993,26,2,329,349,10.2307/4331267
"The ""Light"" Organism for the Job: Green Algae and Photosynthesis Research",1993,26,2,269,279,10.2307/4331264
Drosophila: A Life in the Laboratory,1993,26,2,281,310,10.2307/4331265
OVATOOMB: Other Viruses and the Origins of Molecular Biology,1993,26,2,239,254,10.2307/4331262
How Bacteriophage Came to Be Used by the Phage Group,1993,26,2,255,267,10.2307/4331263
"Scientific Collaboration, Internationalism, and Diplomacy: The Case of the Atomic Bomb Casualty Commission",1993,26,2,205,231,10.2307/4331260
Introduction,1993,26,2,235,237,10.2307/4331261
"Review: The Eye of the Lynx: Galileo, His Friends, and the Beginnings of Modern Natural History|David Freedberg",2004,37,1,197,198,10.2307/4331864
Review: The Selborne Pioneer: Gilbert White as Naturalist and Scientist: A Re-Examination|Ted Dadswell,2004,37,1,199,200,10.2307/4331865
"Review: Mice in the Freezer, Owls on the Porch: The Lives of Naturalists Frederick and Frances Hamerstrom|Helen McGavran Corneli",2004,37,1,201,202,10.2307/4331866
"Review: The Fate of the Mammoth: Fossils, Myth, and History|William Rodarmor;Claudette Cohen",2004,37,1,203,205,10.2307/4331867
Review: Representing Animals|Nigel Rothfels,2004,37,1,189,191,10.2307/4331860
Review: Republic of Shade: New England and the American Elm|Thomas J. Campanella,2004,37,1,191,193,10.2307/4331861
"Review: States of Nature: Science, Agriculture, and Environment in the Spanish Caribbean, 1760-1940|Stuart McCook",2004,37,1,193,195,10.2307/4331862
Review: Museum Politics: Power Plays at the Exhibition|Timothy W. Luke,2004,37,1,195,197,10.2307/4331863
Review: Segregation's Science: Eugenics and Society in Virginia|Gregory Michael Dorr,2010,43,2,419,422,10.2307/40802750
"Review: Fit to Be Tied: Sterilization and Reproductive Rights in America, 1950-1980|Rebecca M. Kluchin",2010,43,2,423,428,10.2307/40802751
Review: Agassiz on Evolution,2004,37,1,205,207,10.2307/4331868
"Review: Fossils, Finches and Fuegians: Darwin's Adventures and Discoveries on the Beagle|Richard Keynes",2004,37,1,207,209,10.2307/4331869
Review: Contrasts in Scientific Style: Research Groups in the Chemical and Biochemical Sciences|Joseph S. Fruton,1991,24,3,546,548,10.2307/4331198
